name,obj_type,raj2000,dej2000,constellation,maj_ax_deg,min_ax_deg,pos_ang,mag_b,mag_v,mag_j,mag_h,mag_k,surf_br_B,hubble_type,messier_nr,other_ngc,ic_cross,comname,notes
IC1857,G,42.412166666666664,14.619805555555557,Ari,0.013166667,0.0071666664,149.0,15.07,,12.3,11.7,11.24,22.97,Sab,,,,,
IC1858,G,42.285041666666665,-31.289583333333333,For,0.031333335,0.014333333,174.0,14.2,,11.18,10.44,10.16,24.22,S0-a,,,,,
IC1859,G,42.266333333333336,-31.1725,For,0.021666666,0.014166667,15.0,14.26,14.3,11.05,10.61,10.27,23.24,SBbc,,,,,
IC1860,G,42.39045833333333,-31.189111111111114,For,0.044,0.03,4.0,13.62,12.59,10.21,9.61,9.26,24.58,E,,,,,
IC1861,G,43.27908333333333,25.490388888888887,Ari,0.021333333,0.013333334,150.0,14.63,,10.97,10.29,9.97,23.78,S0,,,,,
IC1862,G,42.995,-33.34016666666667,For,0.0445,0.009833333,4.0,14.59,,11.11,10.38,9.94,24.32,Sbc,,,,,
IC1863,G,43.711416666666665,8.78438888888889,Cet,0.01,0.01,180.0,15.7,,11.82,11.06,10.81,23.36,S0,,,,,
IC1864,G,43.41379166666666,-34.19763888888889,For,0.021666666,0.012666667,63.0,13.7,12.72,10.57,9.91,9.64,23.11,E,,,,,
IC1865,G,43.83408333333333,8.828166666666666,Cet,0.021666666,0.016833333,91.0,14.93,,11.42,10.69,10.3,24.04,Sbc,,,,,
IC1866,G,43.72079166666666,-15.652555555555555,Eri,0.016833333,0.0135,84.0,15.22,,11.42,10.58,10.4,23.81,E-S0,,,,,
IC1867,G,43.967625,9.311833333333333,Cet,0.025333334,0.0195,17.0,15.02,14.6,10.79,10.05,9.63,24.66,,,,,,
IC1868,G,44.024375,9.378833333333334,Cet,0.006666667,0.006,35.0,15.86,,12.29,11.34,11.06,,,,,,,
IC1869,G,44.54870833333334,5.8365833333333335,Cet,0.011666667,0.0045,124.0,15.56,,12.0,11.18,10.9,23.45,S0,,,,,
IC1870,G,44.47304166666667,-2.3470833333333334,Eri,0.025833333,0.015,133.0,13.5,,12.22,11.83,11.01,23.05,Sm,,,,,
IC1871,HII,44.34079166666667,60.67236111111111,Cas,0.06666667,0.06666667,,,,,,,,,,,,,
IC1872,Other,46.14420833333334,42.81066666666666,Per,,,,,,,,,,,,,,,
IC1873,G,45.97033333333332,9.613249999999999,Cet,0.0195,0.0076666665,26.0,15.3,,11.13,10.34,9.95,24.17,S0-a,,,,,
IC1874,G,46.591583333333325,36.01452777777778,Per,0.015666667,0.011,85.0,14.69,,11.0,10.25,9.99,23.24,S0-a,,,,,
IC1875,G,45.986,-39.440416666666664,For,0.026166666,0.0145,19.0,13.42,12.55,10.97,10.29,10.09,23.12,E-S0,,,,,
IC1876,G,46.134541666666664,-27.4605,For,0.019333333,0.018666666,7.0,14.41,14.12,11.55,10.88,10.51,23.49,S0,,,,,
IC1877,G,45.78991666666666,-50.511916666666664,Hor,0.015,0.0033333334,153.0,16.32,,,,,23.77,Sb,,,,,
IC1878,G,45.917500000000004,-52.10802777777778,Hor,0.009666666,0.0065,180.0,15.18,,12.99,12.58,11.88,22.93,,,,,,
IC1879,G,45.96854166666667,-52.11775,Hor,0.020166667,0.0038333333,137.0,15.96,,12.5,11.8,11.51,23.77,Sc,,,,,
IC1880,G,46.61925000000001,-9.731472222222223,Eri,0.030833334,0.018166667,34.0,14.86,,10.84,10.14,9.88,24.68,E-S0,,,,,
IC1881,Dup,47.32212499999999,38.64944444444444,Per,,,,,,,,,,,,1213,,,
IC1882,G,46.95541666666666,3.1478888888888887,Cet,0.019,0.0065,22.0,15.04,,11.57,10.81,10.48,23.28,Sb,,,,,
IC1883,Dup,47.42595833333333,40.89308333333334,Per,,,,,,,,,,,,1212,,,
IC1884,Dup,47.42808333333333,40.974222222222224,Per,,,,,,,,,,,,,0290,,
IC1885,G,46.668458333333334,-32.86363888888889,For,0.024166666,0.0076666665,137.0,14.88,,12.52,11.97,11.88,23.44,Sc,,,,,
IC1886,G,47.0135,-4.3998333333333335,Eri,0.0185,0.014666666,1.0,14.81,,11.26,10.56,10.34,23.78,S0,,,,,
IC1887,Dup,47.55383333333333,40.76566666666667,Per,,,,,,,,,,,,,0292,,
IC1888,Dup,47.733999999999995,41.13711111111111,Per,,,,,,,,,,,,,0293,,
IC1889,Dup,47.76295833333334,40.62211111111111,Per,,,,,,,,,,,,,0294,,
IC1890,G,47.49345833333333,19.208055555555557,Ari,0.017,0.017,150.0,15.63,,11.02,10.24,9.95,24.43,S0,,,,,
IC1891,G,47.55008333333333,19.606555555555556,Ari,0.007333333,0.0056666667,44.0,16.61,,,,,23.55,,,,,,
IC1892,G,47.11345833333333,-23.055777777777777,Eri,0.029666666,0.016333334,12.0,13.84,,13.47,12.77,12.96,23.29,SBd,,,,,
IC1893,G,47.56904166666667,19.61686111111111,Ari,0.0065,0.004166667,54.0,17.13,,,,,23.78,S0-a,,,,,
IC1894,G,47.606125,19.60661111111111,Ari,0.013,0.008666666,3.0,15.83,,11.89,11.18,10.85,23.91,S0,,,,,
IC1895,G,47.40091666666666,-25.25358333333333,For,0.023333333,0.0175,164.0,14.18,13.29,11.18,10.56,10.28,23.61,S0-a,,,,,
IC1896,G,46.96883333333333,-54.21447222222223,Hor,0.0135,0.0051666666,18.0,15.82,,,,,23.51,Sab,,,,,
IC1897,G,47.69137500000001,-10.796055555555556,Eri,0.0165,0.0095,31.0,14.67,,12.13,11.48,11.19,23.35,S0-a,,,,,
IC1898,G,47.582458333333335,-22.40486111111111,Eri,0.061,0.010833333,73.0,13.62,,11.02,10.35,10.04,23.7,SBc,,,,,
IC1899,G,48.05462500000001,-25.304916666666667,For,0.022,0.0065,161.0,14.39,,11.74,10.99,10.7,23.5,S0-a,,,,,
IC1900,G,48.980124999999994,37.154111111111106,Per,0.013833334,0.010833333,92.0,14.94,13.86,11.33,10.58,10.28,23.29,S0,,,,,
IC1901,G,49.010875,37.11244444444444,Per,0.015166666,0.0045,164.0,15.38,16.76,11.57,10.77,10.46,23.69,S0-a,,,,,
IC1902,G,49.05175,37.17744444444444,Per,0.0115,0.0071666664,67.0,15.6,,12.05,11.3,11.16,23.57,S0-a,,,,,
IC1903,GPair,48.293125,-50.569833333333335,Hor,0.031666666,,,,,,,,,,,,,,
IC1903 NED01,G,48.28566666666666,-50.56261111111111,Hor,0.008,0.0025,60.0,17.32,,,,,24.34,S0-a,,,,,
IC1903 NED02,G,48.302291666666655,-50.57775,Hor,0.010833333,0.0038333333,0.0,16.6,,,,,24.3,E-S0,,,,,
IC1904,G,48.75320833333334,-30.708027777777776,For,0.022833332,0.0101666665,102.0,14.42,,11.36,10.64,10.29,23.35,SBab,,,,,
IC1905,Other,49.7,41.36544444444445,Per,,,,,,,,,,,,,,,
IC1906,G,49.02354166666667,-34.36063888888889,For,0.020166667,0.0085,64.0,14.46,,11.87,11.19,10.86,22.95,SBbc,,,,,
IC1907,Dup,49.975625,41.563388888888895,Per,,,,,,,,,,,,1278,,,
IC1908,G,48.772083333333335,-54.81997222222222,Hor,0.0205,0.011333333,68.0,14.8,14.08,12.14,11.51,11.03,23.57,SBb,,,,,
IC1909,G,49.33341666666667,-33.69005555555555,For,0.020833334,0.011333333,60.0,14.52,,11.53,10.91,10.64,23.27,SBb,,,,,
IC1910,Other,49.490791666666674,-21.43475,Eri,,,,,,,,,,,,,,,
IC1911,*,50.20491666666666,35.32180555555556,Per,,,,,,,,,,,,,,,
IC1912,G,49.180958333333336,-50.65488888888889,Hor,0.0175,0.0035,6.0,15.83,,13.71,12.47,12.49,23.38,Sc,,,,,
IC1913,G,49.89391666666668,-32.46502777777778,For,0.03266667,0.0068333335,149.0,14.44,,12.27,11.65,11.41,23.53,SBb,,,,,
IC1914,G,49.85516666666667,-49.59972222222222,Hor,0.0325,0.024166666,112.0,13.46,13.04,13.42,12.68,12.7,23.39,SABc,,,,,
IC1915,G,49.966458333333335,-50.69119444444444,Hor,0.0101666665,0.008666666,29.0,16.17,,14.04,12.99,12.9,23.61,SBc,,,,,
IC1916,G,50.06883333333334,-49.041916666666665,Hor,0.014333333,0.009166666,81.0,15.4,,12.29,11.59,11.2,23.36,SBc,,,,,
IC1917,G,50.55150000000001,-53.18519444444445,Hor,0.013833334,0.007833334,12.0,16.17,,12.72,11.98,11.89,24.36,S0-a,,,,,
IC1918,G,51.57454166666666,4.541027777777778,Tau,0.01,0.0033333334,150.0,15.57,,12.41,11.75,11.35,,Sb,,,,,
IC1919,G,51.50933333333333,-32.894555555555556,For,0.028833333,0.018,84.0,13.79,,11.28,10.72,10.76,23.69,E-S0,,,,,
IC1920,G,51.10166666666666,-52.71358333333333,Hor,0.009333333,0.0068333335,148.0,16.0,,14.06,13.4,13.24,23.44,S0-a,,,,,
IC1921,Other,51.175458333333346,-50.69799999999999,Hor,,,,,,,,,,,,,,,
IC1922,G,51.17929166666667,-50.74052777777778,Hor,0.0068333335,0.0046666665,31.0,16.9,,14.5,14.07,13.35,23.31,Sbc,,,,,
IC1923,Other,51.21933333333333,-50.55583333333333,Hor,,,,,,,,,,,,,,,
IC1923 NED01,G,51.22045833333334,-50.55555555555556,Hor,0.005,0.0031666667,91.0,17.6,,,,,23.69,,,,,,
IC1923 NED02,*,51.21570833333334,-50.55569444444444,Hor,,,,,,,,,,,,,,,
IC1924,G,51.28195833333333,-51.70344444444444,Hor,0.0123333335,0.005,76.0,16.69,,,,,23.99,Sbc,,,,,
IC1925,Other,51.315375,-51.25688888888889,Hor,,,,,,,,,,,,,,,
IC1926,G,51.32929166666666,-51.701055555555556,Hor,0.009166666,0.0035,81.0,16.59,,13.84,13.41,12.89,23.23,Sbc,,,,,
IC1927,**,51.33204166666666,-51.71944444444444,Hor,,,,,,,,,,,,,,,
IC1928,G,51.871583333333334,-21.560166666666667,Eri,0.0295,0.0076666665,30.0,14.13,,10.96,10.25,9.95,23.36,Sab,,,,,
IC1929,G,51.357708333333335,-51.26719444444444,Hor,0.015666667,0.009833333,139.0,14.88,14.16,12.04,11.39,11.01,23.19,SBab,,,,,
IC1930,G,52.19275,4.383555555555556,Tau,0.012666667,0.010333333,14.0,15.81,,12.19,11.24,10.97,24.07,E,,,,,
IC1931,G,52.240500000000004,1.7507222222222223,Tau,0.013333334,0.012666667,78.0,15.44,,12.37,11.55,11.71,23.77,,,,,,
IC1932,G,51.475125000000006,-51.34316666666666,Hor,0.015666667,0.0068333335,15.0,15.44,14.59,12.5,11.62,10.54,23.98,S0,,,,,
IC1933,G,51.41620833333333,-52.7855,Hor,0.037833333,0.020166667,54.0,12.93,12.57,10.97,10.33,10.2,22.9,Sc,,,,,
IC1934,G,52.80841666666667,42.792277777777784,Per,0.0165,0.0085,135.0,16.0,,11.42,10.7,10.4,24.3,S0,,,,,
IC1935,G,51.555416666666666,-50.010444444444445,Hor,0.016666668,0.011833333,67.0,14.64,14.26,12.93,12.42,11.83,23.08,Sc,,,,,
IC1936,G,51.61683333333334,-51.32319444444445,Hor,0.010666667,0.005,146.0,16.04,,13.03,12.25,11.96,23.19,Sc,,,,,
IC1937,G,51.698499999999996,-48.702555555555556,Hor,0.014833333,0.009,58.0,14.89,,13.03,12.75,12.2,22.9,Sc,,,,,
IC1938,G,51.7935,-53.00988888888889,Hor,0.013666667,0.0101666665,82.0,15.51,,13.8,13.84,13.33,23.61,Sb,,,,,
IC1939,Other,51.935708333333324,-51.07091666666666,Hor,,,,,,,,,,,,,,,
IC1940,G,51.92641666666667,-52.13944444444444,Hor,0.016,0.0145,37.0,14.78,,11.78,11.16,10.84,23.29,Sab,,,,,
IC1941,Other,53.06225,24.38372222222222,Tau,,,,,,,,,,,,,,,
IC1942,GPair,51.97208333333334,-52.676944444444445,Hor,0.011666667,,,,,,,,,,,,,,
IC1942 NED01,G,51.969791666666666,-52.67747222222222,Hor,0.0065,0.002,179.0,17.28,,,,,23.37,E,,,,,
IC1942 NED02,G,51.974624999999996,-52.675805555555556,Hor,0.014833333,0.0115,10.0,15.37,,11.74,11.02,10.62,23.92,E,,,,,
IC1943,Dup,54.68695833333334,-44.100611111111114,Hor,,,,,,,,,,,,1411,,,
IC1944,G,52.416666666666664,-47.99616666666667,Hor,0.008333334,0.006,15.0,15.75,,13.4,12.93,12.65,22.72,Sc,,,,,
IC1945,G,52.318999999999996,-52.62716666666666,Hor,0.0135,0.004333333,127.0,16.29,15.31,12.81,12.07,11.84,24.45,S0-a,,,,,
IC1946,G,52.34245833333333,-52.61933333333334,Hor,0.015166666,0.0075,64.0,15.33,14.44,12.04,11.42,10.99,23.68,S0-a,,,,,
IC1947,G,52.63675,-50.338527777777784,Hor,0.009666666,0.008166667,131.0,15.49,14.78,12.76,12.04,11.77,22.89,Sc,,,,,
IC1948,G,52.70854166666667,-47.96486111111111,Hor,0.013833334,0.010666667,162.0,15.69,,13.93,13.06,13.12,23.75,Sb,,,,,
IC1949,G,52.72008333333333,-47.97924999999999,Hor,0.019666666,0.0145,16.0,13.71,13.15,11.55,10.79,10.5,22.57,SBc,,,,,
IC1950,G,52.76883333333334,-50.433416666666666,Hor,0.026,0.007,153.0,15.05,14.47,12.28,11.53,11.16,23.7,Sc,,,,,
IC1951,G,52.73470833333334,-53.126194444444444,Hor,0.009,0.0026666666,56.0,17.13,,14.21,13.6,13.11,23.54,Sbc,,,,,
IC1952,G,53.361125,-23.712777777777777,Eri,0.043,0.009166666,140.0,13.52,,10.82,10.13,9.87,23.18,SBbc,,,,,
IC1953,G,53.42445833333334,-21.47863888888889,Eri,0.037666667,0.019833334,125.0,12.39,11.96,10.53,9.72,9.65,22.36,Sc,,,,,
IC1954,G,52.88079166666667,-51.90483333333333,Hor,0.049833335,0.0285,60.0,12.13,11.58,9.65,9.01,8.75,22.84,Sb,,,,,
IC1955,G,52.85283333333333,-57.24186111111111,Ret,0.011333333,0.009166666,176.0,15.77,,13.91,13.22,13.07,23.48,Sbc,,,,,
IC1956,G,53.88820833333333,5.067,Tau,0.022,0.007833334,33.0,15.53,,11.82,10.91,10.62,24.06,Sbc,,,,,
IC1957,G,53.05616666666667,-52.45663888888889,Hor,0.017,0.003,33.0,16.54,,12.85,11.98,11.64,23.83,Sc,,,,,
IC1958,G,53.193374999999996,-51.441694444444444,Hor,0.0076666665,0.0045,79.0,16.03,,13.18,12.5,12.31,22.64,Sc,,,,,
IC1959,G,53.30245833333333,-50.414249999999996,Hor,0.050833333,0.012,148.0,13.19,12.83,11.77,11.22,11.04,23.08,SBm,,,,,
IC1960,G,53.13737499999999,-57.20661111111111,Ret,0.018833334,0.0045,111.0,15.21,,11.85,11.14,10.82,23.39,Sab,,,,,
IC1961,G,53.388958333333335,-48.95063888888888,Hor,0.0105,0.007,19.0,15.48,,13.27,12.5,12.23,22.88,Sc,,,,,
IC1962,G,53.906208333333325,-21.294055555555556,Eri,0.0375,0.008333334,1.0,14.76,,,,,23.92,SBd,,,,,
IC1963,Dup,53.87933333333334,-34.44705555555555,For,,,,,,,,,,,,,0335,,
IC1964,G,53.37533333333334,-53.173138888888886,Ret,0.009166666,0.0056666667,92.0,16.61,,13.64,13.24,12.59,23.59,Sbc,,,,,
IC1965,G,53.296,-56.55408333333334,Ret,0.016,0.0105,117.0,15.62,15.09,,,,23.91,SABc,,,,,
IC1966,G,53.514125,-51.322250000000004,Hor,0.009666666,0.004166667,114.0,15.61,,14.37,13.55,13.82,22.46,Scd,,,,,
IC1967,G,54.44883333333333,3.271027777777778,Tau,0.013833334,0.007333333,64.0,14.94,,12.06,11.1,11.14,23.07,Sbc,,,,,
IC1968,G,53.65745833333334,-50.65127777777778,Hor,0.0076666665,0.0058333334,97.0,16.2,,13.54,12.84,12.46,22.96,Sc,,,,,
IC1969,G,54.05775,-45.179611111111114,Hor,0.022,0.0058333334,39.0,15.62,14.88,12.34,11.75,11.41,24.14,Sab,,,,,
IC1970,G,54.13133333333333,-43.956833333333336,Hor,0.049833335,0.012666667,75.0,12.93,12.44,10.17,9.4,9.08,23.14,Sb,,,,,
IC1971,G,53.989124999999994,-52.65125,Hor,0.013,0.0063333334,173.0,15.9,,,,,23.59,Sab,,,,,
IC1972,G,54.08883333333333,-51.96813888888889,Hor,0.0115,0.0033333334,152.0,16.41,,,,,23.39,Sc,,,,,
IC1973,G,54.087583333333335,-51.994166666666665,Hor,0.008333334,0.0031666667,10.0,16.71,,14.4,13.36,13.11,23.93,,,,,,
IC1974,G,54.176,-49.55027777777778,Hor,0.013,0.006,159.0,15.91,,12.52,11.85,11.66,23.44,Sc,,,,,
IC1975,G,54.76479166666667,-15.50013888888889,Eri,0.007,0.0063333334,65.0,15.57,,13.81,13.38,13.09,22.4,,,,,,
IC1976,G,54.2865,-47.437916666666666,Hor,0.013333334,0.009833333,128.0,15.78,,,,,23.72,Scd,,,,,
IC1977,G,55.18800000000001,17.741166666666665,Tau,0.014166667,0.010333333,180.0,14.56,,11.27,10.52,10.14,22.88,Sb,,,,,
IC1978,G,54.273291666666665,-50.15083333333333,Hor,0.020166667,0.0033333334,8.0,15.7,,13.1,12.4,12.23,23.87,Sab,,,,,
IC1979,**,54.19279166666667,-57.94455555555555,Ret,,,,,,,,,,,,,,,
IC1980,G,54.24579166666667,-57.97386111111111,Ret,0.021166667,0.0068333335,21.0,14.94,,,,,23.4,Sb,,,,,
IC1981,Dup,55.122375000000005,-26.862250000000003,For,,,,,,,,,,,,1412,,,
IC1982,G,54.42695833333333,-57.77627777777778,Ret,0.008166667,0.0065,61.0,15.66,,13.52,12.65,12.34,22.8,Sab,,,,,
IC1983,Dup,55.23691666666667,-22.564472222222225,Eri,,,,,,,,,,,,1415,,,
IC1984,G,54.959291666666665,-47.075833333333335,Hor,0.0125,0.004166667,139.0,16.39,,13.35,12.78,12.46,23.53,Sc,,,,,
IC1985,Dup,56.14245833333334,32.16283333333333,Per,,,,,,,,,,,,,0348,,
IC1986,G,55.146458333333335,-45.355805555555555,Hor,0.021166667,0.0038333333,102.0,14.88,14.63,,,,22.67,Sm,,,,,
IC1987,GGroup,55.046958333333336,-55.054805555555554,Ret,0.023333333,,,,,,,,,,,,,,
IC1987 NED01,G,55.040375,-55.05488888888889,Ret,0.009333333,0.0053333333,147.0,16.5,,,,,24.0,,,,,,
IC1987 NED02,G,55.048083333333345,-55.059083333333334,Ret,0.013,0.0046666665,11.0,15.95,,11.92,11.18,11.22,24.28,E,,,,,
IC1987 NED03,G,55.05016666666667,-55.053444444444445,Ret,0.013166667,0.013166667,0.0,16.39,,,,,25.27,,,,,,
IC1987 NED04,G,55.050875,-55.05627777777778,Ret,0.0033333334,0.0031666667,28.0,,,,,,,,,,,,
IC1988,Other,55.69004166666667,-39.88711111111111,Eri,,,,,,,,,,,,,,,
IC1989,G,55.47779166666666,-50.95780555555556,Hor,0.022833332,0.012666667,132.0,14.61,,11.5,10.84,10.42,23.97,E-S0,,,,,
IC1990,Neb,56.807624999999994,24.33388888888889,Tau,,,,,,,,,,,,,,,
IC1991,G,56.19495833333333,-51.52341666666666,Hor,0.014,0.0046666665,40.0,16.18,,13.39,13.14,12.53,23.56,Sc,,,,,
IC1992,Other,56.28350000000001,-51.004694444444446,Hor,,,,,,,,,,,,,,,
IC1993,G,56.770041666666664,-33.70986111111111,For,0.046833333,0.041333333,57.0,12.52,11.9,9.59,8.97,8.71,23.41,SABb,,,,,
IC1994,G,56.47937499999999,-51.64333333333333,Hor,0.012166667,0.0036666666,4.0,16.02,,,,,24.05,,,,,,
IC1995,Neb,57.57725,25.58077777777778,Tau,0.033333335,0.033333335,90.0,,,,,,,,,,,,
IC1996,G,56.282041666666665,-57.32480555555555,Ret,0.015333333,0.0035,102.0,16.32,,13.09,12.55,12.22,23.64,Sc,,,,,
IC1997,G,56.21625,-59.13766666666667,Ret,0.016833333,0.011666667,76.0,14.02,13.47,12.52,11.86,11.6,22.6,Sa,,,,,
IC1998,G,57.8805,1.1898055555555556,Tau,0.012833334,0.0101666665,12.0,15.69,,11.64,10.88,10.73,24.0,E,,,,,
IC1999,G,56.9285,-56.952083333333334,Ret,0.013166667,0.011333333,148.0,15.8,15.08,13.04,12.33,11.97,23.89,Sbc,,,,,
IC2000,G,57.28225,-48.85819444444444,Hor,0.08133333,0.014166667,82.0,13.01,12.38,11.08,10.48,10.18,23.65,SBc,,,,,
IC2001,**,57.7155,-48.59963888888889,Hor,,,,,,,,,,,,,,,
IC2002,Dup,58.62645833333333,10.706999999999999,Tau,,,,,,,,,,,,1474,,,
IC2003,PN,59.091791666666666,33.87486111111111,Per,0.0023333333,,,12.6,11.4,12.43,12.28,11.51,,,,,,,
IC2004,G,57.94054166666667,-49.41961111111111,Hor,0.015166666,0.011333333,46.0,14.99,,,,,23.45,S0-a,,,,,
IC2005,G,59.41475,36.78747222222222,Per,0.0056666667,0.0038333333,47.0,15.76,,11.03,10.27,9.9,23.07,E,,,,,
IC2006,G,58.61854166666667,-35.96713888888889,Eri,0.039333332,0.033,35.0,12.24,11.34,9.4,8.73,8.48,22.97,E,,,,,
IC2007,G,58.844833333333334,-28.158333333333335,Eri,0.0215,0.01,48.0,13.73,,11.33,10.71,10.42,22.44,Sbc,,,2008,,
IC2008,Dup,58.844833333333334,-28.158333333333335,Eri,,,,,,,,,,,,,2007,,
IC2009,G,58.395208333333336,-48.989472222222226,Hor,0.025,0.0165,66.0,14.9,,,,,24.09,IAB,,,,,
IC2010,G,57.991791666666664,-59.92936111111111,Ret,0.019833334,0.008,71.0,14.38,13.71,11.85,11.16,10.85,23.07,SABa,,,,,
IC2011,**,58.113125,-57.46841666666666,Ret,,,,,,,,,,,,,,,
IC2012,GPair,58.23049999999999,-58.651,Ret,0.011666667,,,,,,,,,,,,,,
IC2012 NED01,G,58.230250000000005,-58.64955555555555,Ret,0.0085,0.007,18.0,16.28,,13.02,12.41,12.14,23.6,S0-a,,,,,
IC2013,Other,59.18358333333334,-17.1095,Eri,,,,,,,,,,,,,,,
IC2014,G,58.840333333333334,-56.74630555555556,Ret,0.0105,0.007833334,18.0,15.67,,13.5,13.06,12.8,23.17,SBc,,,,,
IC2015,G,59.547583333333336,-40.38913888888889,Hor,0.009833333,0.007333333,102.0,15.66,,13.77,13.12,12.92,22.96,Sc,,,,,
IC2016,G,60.49945833333334,20.240444444444446,Tau,0.0085,0.004166667,2.0,15.7,,12.51,11.75,11.43,23.16,S0,,,,,
IC2017,G,59.16404166666667,-59.39475,Ret,0.0185,0.0123333335,21.0,15.0,,11.88,11.07,10.69,23.88,S0,,,,,
IC2018,G,59.47720833333333,-52.78111111111111,Dor,0.013166667,0.009166666,137.0,15.62,14.78,12.94,11.91,11.58,23.57,SABb,,,,,
IC2019,G,60.473541666666655,5.639444444444444,Tau,0.014,0.007833334,64.0,15.24,,11.02,10.28,9.92,23.61,S0,,,,,
IC2020,G,59.72141666666667,-54.05761111111111,Ret,0.011166667,0.008833333,58.0,15.62,,13.78,13.31,13.01,23.21,Sc,,,,,
IC2021,G,59.84970833333333,-52.65672222222223,Dor,0.010833333,0.008166667,123.0,15.76,,12.99,12.39,11.71,23.21,Sbc,,,,,
IC2022,G,59.66670833333333,-59.04366666666667,Ret,0.018333333,0.004,1.0,16.14,,14.1,13.32,13.21,23.85,Sc,,,,,
IC2023,G,59.919291666666666,-52.68113888888889,Dor,0.009833333,0.007333333,43.0,15.86,,13.13,12.58,12.31,23.14,Sc,,,,,
IC2024,G,60.01725,-53.371,Ret,0.018333333,0.004333333,30.0,15.55,,12.24,11.54,11.08,23.23,SBc,,,,,
IC2025,G,60.096583333333335,-53.06561111111112,Ret,0.019333333,0.004166667,124.0,16.09,15.3,12.97,12.1,11.9,24.12,Sb,,,,,
IC2026,Dup,60.980000000000004,-11.179027777777778,Eri,,,,,,,,,,,,1509,,,
IC2027,G,61.66495833333334,37.115750000000006,Per,0.015666667,0.013,100.0,16.0,,11.07,10.31,9.97,24.27,E,,,,,
IC2028,G,60.325958333333325,-52.70744444444444,Dor,0.014333333,0.008666666,54.0,15.08,14.22,11.95,11.24,11.03,23.06,Sc,,,,,
IC2029,G,60.32479166666666,-52.800777777777775,Dor,0.017166667,0.006666667,180.0,15.74,,13.05,12.32,12.2,23.65,SBc,,,,,
IC2030,Other,61.234541666666665,-19.231472222222223,Eri,,,,,,,,,,,,,,,
IC2031,G,61.56133333333333,-5.651888888888888,Eri,0.009333333,0.008,103.0,15.8,,12.58,11.89,11.66,22.99,Sab,,,,,
IC2032,G,61.76266666666668,-55.32383333333333,Dor,0.018666666,0.0068333335,75.0,15.44,14.73,,,,23.02,IAB,,,,,
IC2033,G,61.810083333333324,-53.68091666666666,Dor,0.019833334,0.007833334,127.0,14.99,,11.95,11.35,11.02,23.66,SABa,,,,,
IC2034,G,61.65345833333334,-57.96138888888889,Ret,0.0225,0.0033333334,119.0,15.9,,13.11,12.41,11.87,23.79,Sc,,,,,
IC2035,G,62.25779166666668,-45.51752777777778,Hor,0.0235,0.0195,84.0,12.42,11.75,9.81,9.13,8.87,21.91,E-S0,,,,,
IC2036,G,62.47958333333333,-39.688694444444444,Hor,0.018666666,0.012166667,84.0,14.45,,11.26,10.77,10.33,23.03,SBc,,,,,
IC2037,G,62.07916666666667,-58.75116666666667,Ret,0.029,0.005,90.0,14.78,,11.58,10.8,10.45,23.57,Sb,,,,,
IC2038,G,62.22395833333333,-55.989555555555555,Dor,0.030833334,0.008166667,155.0,15.42,14.68,14.69,14.39,14.11,24.32,Scd,,,,,
IC2039,G,62.259875,-56.011694444444444,Dor,0.018166667,0.0155,124.0,14.99,14.26,12.9,12.35,11.96,23.92,E-S0,,,,,
IC2040,G,63.24904166666668,-32.55327777777778,Eri,0.0225,0.011,68.0,13.68,,11.6,10.95,10.86,23.0,S0-a,,,,,
IC2041,G,63.14541666666667,-32.81736111111111,Eri,0.017833333,0.0123333335,136.0,14.68,,12.41,11.72,11.72,23.55,S0,,,2048,,
IC2042,*,62.93025000000001,-47.27008333333333,Hor,,,,11.36,10.94,9.72,9.37,9.31,,,,,,,
IC2043,G,62.78937500000001,-53.686638888888886,Dor,0.023833333,0.0045,12.0,15.45,14.51,11.82,11.03,10.58,23.87,Sb,,,,,
IC2044,G,62.80820833333333,-54.53255555555556,Dor,0.010333333,0.0063333334,54.0,16.51,,,,,23.71,SABc,,,,,
IC2045,G,63.65004166666667,-13.174916666666666,Eri,0.015166666,0.011333333,126.0,15.49,,11.75,11.0,10.86,24.04,E,,,,,
IC2046,G,62.85225,-54.67319444444445,Dor,0.013666667,0.009333333,104.0,15.15,,12.7,12.05,11.8,23.11,SBbc,,,,,
IC2047,Dup,63.733666666666664,-13.191722222222221,Eri,,,,,,,,,,,,1538,,,
IC2048,Dup,63.14541666666667,-32.81736111111111,Eri,,,,,,,,,,,,,2041,,
IC2049,G,63.017833333333336,-58.557,Ret,0.017666666,0.013333334,10.0,14.57,14.74,,,,23.23,SABc,,,,,
IC2050,G,63.483875,-53.475361111111106,Dor,0.0195,0.013666667,36.0,14.51,13.8,12.18,11.6,11.08,23.32,SBb,,,,,
IC2051,G,58.00345833333333,-83.83069444444445,Men,0.047666665,0.028666666,68.0,12.23,11.23,9.09,8.36,8.11,22.87,SBbc,,,,,
IC2052,G,63.743833333333335,-54.336194444444445,Dor,0.017666666,0.0065,165.0,15.37,,,,,23.41,Sc,,,,,
IC2053,G,63.981750000000005,-49.358333333333334,Dor,0.008833333,0.008,73.0,15.27,,12.61,11.84,11.65,22.65,S0-a,,,,,
IC2054,G,61.85975,-78.25330555555556,Men,0.0076666665,0.007,115.0,16.38,,13.69,12.99,12.66,23.36,Sab,,,,,
IC2055,Other,64.45216666666667,-48.92411111111111,Dor,,,,,,,,,,,,,,,
